Entity,Code,Day,Total confirmed cases of COVID-19 (Johns Hopkins),Total confirmed cases of COVID-19 (WHO),Total confirmed cases of COVID-19,142582-annotations
Estonia,EST,2/13/2020,0,,,
Estonia,EST,2/14/2020,0,,,
Estonia,EST,2/15/2020,0,,,
Estonia,EST,2/16/2020,0,,,
Estonia,EST,2/17/2020,0,,,
Estonia,EST,2/18/2020,0,,,
Estonia,EST,2/19/2020,0,,,
Estonia,EST,2/20/2020,0,,,
Estonia,EST,2/21/2020,0,,,
Estonia,EST,2/22/2020,0,,,
Estonia,EST,2/23/2020,0,,,
Estonia,EST,2/24/2020,0,,,
Estonia,EST,2/25/2020,0,,,
Estonia,EST,2/26/2020,0,,,
Estonia,EST,2/27/2020,1,1,,
Estonia,EST,2/28/2020,1,1,1,
Estonia,EST,2/29/2020,1,1,1,
Estonia,EST,3/1/2020,1,1,1,
Estonia,EST,3/2/2020,1,1,1,
Estonia,EST,3/3/2020,2,1,,
Estonia,EST,3/4/2020,2,2,2,
Estonia,EST,3/5/2020,3,2,,
Estonia,EST,3/6/2020,10,3,5,
Estonia,EST,3/7/2020,10,10,10,
Estonia,EST,3/8/2020,10,10,,
Estonia,EST,3/9/2020,10,10,,
Estonia,EST,3/10/2020,12,10,,
Estonia,EST,3/11/2020,16,13,13,
Estonia,EST,3/12/2020,16,13,16,
Estonia,EST,3/13/2020,79,13,27,
Estonia,EST,3/14/2020,115,79,79,
Estonia,EST,3/15/2020,171,79,115,
Estonia,EST,3/16/2020,205,205,171,
Estonia,EST,3/17/2020,225,205,205,
Eswatini,SWZ,1/22/2020,0,,,
Eswatini,SWZ,1/23/2020,0,,,
Eswatini,SWZ,1/24/2020,0,,,
Eswatini,SWZ,1/25/2020,0,,,
Eswatini,SWZ,1/26/2020,0,,,
Eswatini,SWZ,1/27/2020,0,,,
Eswatini,SWZ,1/28/2020,0,,,
Eswatini,SWZ,1/29/2020,0,,,
Eswatini,SWZ,1/30/2020,0,,,
Eswatini,SWZ,1/31/2020,0,,,
Eswatini,SWZ,2/1/2020,0,,,
Eswatini,SWZ,2/2/2020,0,,,
Eswatini,SWZ,2/3/2020,0,,,
Eswatini,SWZ,2/4/2020,0,,,
Eswatini,SWZ,2/5/2020,0,,,
Eswatini,SWZ,2/6/2020,0,,,
Eswatini,SWZ,2/7/2020,0,,,
Eswatini,SWZ,2/8/2020,0,,,
Eswatini,SWZ,2/9/2020,0,,,
Eswatini,SWZ,2/10/2020,0,,,
Eswatini,SWZ,2/11/2020,0,,,
Eswatini,SWZ,2/12/2020,0,,,
Eswatini,SWZ,2/13/2020,0,,,
Eswatini,SWZ,2/14/2020,0,,,
Eswatini,SWZ,2/15/2020,0,,,
Eswatini,SWZ,2/16/2020,0,,,
Eswatini,SWZ,2/17/2020,0,,,
Eswatini,SWZ,2/18/2020,0,,,
Eswatini,SWZ,2/19/2020,0,,,
Eswatini,SWZ,2/20/2020,0,,,
Eswatini,SWZ,2/21/2020,0,,,
Eswatini,SWZ,2/22/2020,0,,,
Eswatini,SWZ,2/23/2020,0,,,
Eswatini,SWZ,2/24/2020,0,,,
Eswatini,SWZ,2/25/2020,0,,,
Eswatini,SWZ,2/26/2020,0,,,
Eswatini,SWZ,2/27/2020,0,,,
Eswatini,SWZ,2/28/2020,0,,,
Eswatini,SWZ,2/29/2020,0,,,
Eswatini,SWZ,3/1/2020,0,,,
Eswatini,SWZ,3/2/2020,0,,,
Eswatini,SWZ,3/3/2020,0,,,
Eswatini,SWZ,3/4/2020,0,,,
Eswatini,SWZ,3/5/2020,0,,,
Eswatini,SWZ,3/6/2020,0,,,
Eswatini,SWZ,3/7/2020,0,,,
Eswatini,SWZ,3/8/2020,0,,,
Eswatini,SWZ,3/9/2020,0,,,
Eswatini,SWZ,3/10/2020,0,,,
Eswatini,SWZ,3/11/2020,0,,,
Eswatini,SWZ,3/12/2020,0,,,
Eswatini,SWZ,3/13/2020,0,,,
Eswatini,SWZ,3/14/2020,1,,,
Eswatini,SWZ,3/15/2020,1,1,1,
Eswatini,SWZ,3/16/2020,1,1,1,
Eswatini,SWZ,3/17/2020,1,1,1,
Ethiopia,ETH,1/22/2020,0,,,
Ethiopia,ETH,1/23/2020,0,,,
Ethiopia,ETH,1/24/2020,0,,,
Ethiopia,ETH,1/25/2020,0,,,
Ethiopia,ETH,1/26/2020,0,,,
Ethiopia,ETH,1/27/2020,0,,,
Ethiopia,ETH,1/28/2020,0,,,
Ethiopia,ETH,1/29/2020,0,,,
Ethiopia,ETH,1/30/2020,0,,,
Ethiopia,ETH,1/31/2020,0,,,
Ethiopia,ETH,2/1/2020,0,,,
Ethiopia,ETH,2/2/2020,0,,,
Ethiopia,ETH,2/3/2020,0,,,
Ethiopia,ETH,2/4/2020,0,,,
Ethiopia,ETH,2/5/2020,0,,,
Ethiopia,ETH,2/6/2020,0,,,
Ethiopia,ETH,2/7/2020,0,,,
Ethiopia,ETH,2/8/2020,0,,,
Ethiopia,ETH,2/9/2020,0,,,
Ethiopia,ETH,2/10/2020,0,,,
Ethiopia,ETH,2/11/2020,0,,,
Ethiopia,ETH,2/12/2020,0,,,
Ethiopia,ETH,2/13/2020,0,,,
Ethiopia,ETH,2/14/2020,0,,,
Ethiopia,ETH,2/15/2020,0,,,
Ethiopia,ETH,2/16/2020,0,,,
Ethiopia,ETH,2/17/2020,0,,,
Ethiopia,ETH,2/18/2020,0,,,
Ethiopia,ETH,2/19/2020,0,,,
Ethiopia,ETH,2/20/2020,0,,,
Ethiopia,ETH,2/21/2020,0,,,
Ethiopia,ETH,2/22/2020,0,,,
Ethiopia,ETH,2/23/2020,0,,,
Ethiopia,ETH,2/24/2020,0,,,
Ethiopia,ETH,2/25/2020,0,,,
Ethiopia,ETH,2/26/2020,0,,,
Ethiopia,ETH,2/27/2020,0,,,
Ethiopia,ETH,2/28/2020,0,,,
Ethiopia,ETH,2/29/2020,0,,,
Ethiopia,ETH,3/1/2020,0,,,
Ethiopia,ETH,3/2/2020,0,,,
Ethiopia,ETH,3/3/2020,0,,,
Ethiopia,ETH,3/4/2020,0,,,
Ethiopia,ETH,3/5/2020,0,,,
Ethiopia,ETH,3/6/2020,0,,,
Ethiopia,ETH,3/7/2020,0,,,
Ethiopia,ETH,3/8/2020,0,,,
Ethiopia,ETH,3/9/2020,0,,,
Ethiopia,ETH,3/10/2020,0,,,
Ethiopia,ETH,3/11/2020,0,,,
Ethiopia,ETH,3/12/2020,0,,,
Ethiopia,ETH,3/13/2020,1,,,
Ethiopia,ETH,3/14/2020,1,1,1,
Ethiopia,ETH,3/15/2020,1,1,1,
Ethiopia,ETH,3/16/2020,5,1,4,
Ethiopia,ETH,3/17/2020,5,5,5,
Europe,,1/25/2020,,,3,
Europe,,1/26/2020,,,3,
Europe,,1/27/2020,,,3,
Europe,,1/28/2020,,,4,
Europe,,1/29/2020,,,8,
Europe,,1/30/2020,,,10,
Europe,,1/31/2020,,,15,
Europe,,2/1/2020,,,22,
Europe,,2/2/2020,,,23,
Europe,,2/3/2020,,,24,
Europe,,2/4/2020,,,27,
Europe,,2/5/2020,,,29,
Europe,,2/6/2020,,,29,
Europe,,2/7/2020,,,31,
Europe,,2/8/2020,,,37,
Europe,,2/9/2020,,,37,
Europe,,2/10/2020,,,42,
Europe,,2/11/2020,,,43,
Europe,,2/12/2020,,,45,
Europe,,2/13/2020,,,46,
Europe,,2/14/2020,,,46,
Europe,,2/15/2020,,,46,
Europe,,2/16/2020,,,46,
Europe,,2/17/2020,,,47,
Europe,,2/18/2020,,,47,
Europe,,2/19/2020,,,47,
Europe,,2/20/2020,,,47,
Europe,,2/21/2020,,,47,
Europe,,2/22/2020,,,61,
Europe,,2/23/2020,,,124,
Europe,,2/24/2020,,,177,
Europe,,2/25/2020,,,275,
Europe,,2/26/2020,,,384,
Europe,,2/27/2020,,,490,
Europe,,2/28/2020,,,831,
Europe,,2/29/2020,,,1151,
Europe,,3/1/2020,,,1578,
Europe,,3/2/2020,,,2284,
Europe,,3/3/2020,,,2842,
Europe,,3/4/2020,,,3602,
Europe,,3/5/2020,,,4639,
Europe,,3/6/2020,,,6227,
Europe,,3/7/2020,,,8239,
Europe,,3/8/2020,,,10478,
Europe,,3/9/2020,,,13284,
Europe,,3/10/2020,,,16933,
Europe,,3/11/2020,,,20347,
Europe,,3/12/2020,,,26226,
Europe,,3/13/2020,,,33764,
Europe,,3/14/2020,,,41614,
Europe,,3/15/2020,,,50906,
Europe,,3/16/2020,,,60211,
Europe,,3/17/2020,,,71159,
European Union,,1/25/2020,,,3,
European Union,,1/26/2020,,,3,
European Union,,1/27/2020,,,3,
European Union,,1/28/2020,,,4,
European Union,,1/29/2020,,,8,
European Union,,1/30/2020,,,10,
European Union,,1/31/2020,,,15,
European Union,,2/1/2020,,,18,
European Union,,2/2/2020,,,19,
European Union,,2/3/2020,,,20,
European Union,,2/4/2020,,,23,
European Union,,2/5/2020,,,24,
European Union,,2/6/2020,,,24,
European Union,,2/7/2020,,,25,
European Union,,2/8/2020,,,31,
European Union,,2/9/2020,,,31,
European Union,,2/10/2020,,,32,
European Union,,2/11/2020,,,32,
European Union,,2/12/2020,,,34,
European Union,,2/13/2020,,,34,
European Union,,2/14/2020,,,34,
European Union,,2/15/2020,,,34,
European Union,,2/16/2020,,,34,
European Union,,2/17/2020,,,35,
European Union,,2/18/2020,,,35,
European Union,,2/19/2020,,,35,
European Union,,2/20/2020,,,35,
European Union,,2/21/2020,,,35,
European Union,,2/22/2020,,,49,
European Union,,2/23/2020,,,111,
European Union,,2/24/2020,,,164,
European Union,,2/25/2020,,,262,
European Union,,2/26/2020,,,368,
European Union,,2/27/2020,,,467,
European Union,,2/28/2020,,,792,
European Union,,2/29/2020,,,1096,
European Union,,3/1/2020,,,1496,
European Union,,3/2/2020,,,2178,
European Union,,3/3/2020,,,2697,
European Union,,3/4/2020,,,3385,
European Union,,3/5/2020,,,4306,
European Union,,3/6/2020,,,5759,
European Union,,3/7/2020,,,7551,
European Union,,3/8/2020,,,9605,
European Union,,3/9/2020,,,12246,
European Union,,3/10/2020,,,15747,
European Union,,3/11/2020,,,18777,
European Union,,3/12/2020,,,23978,
European Union,,3/13/2020,,,30694,
European Union,,3/14/2020,,,37736,
European Union,,3/15/2020,,,45941,
European Union,,3/16/2020,,,53765,
European Union,,3/17/2020,,,64073,
Faeroe Islands,FRO,3/6/2020,,,1,
Faeroe Islands,FRO,3/7/2020,,,2,
Faeroe Islands,FRO,3/8/2020,,1,3,
Faeroe Islands,FRO,3/9/2020,,2,3,
Faeroe Islands,FRO,3/10/2020,,2,3,
Faeroe Islands,FRO,3/11/2020,,2,3,
Faeroe Islands,FRO,3/12/2020,,2,3,
Faeroe Islands,FRO,3/13/2020,,2,3,
Faeroe Islands,FRO,3/14/2020,,3,3,
Faeroe Islands,FRO,3/15/2020,,9,3,
Faeroe Islands,FRO,3/16/2020,,11,9,
Faeroe Islands,FRO,3/17/2020,,47,11,
Finland,FIN,1/22/2020,0,,,
Finland,FIN,1/23/2020,0,,,
Finland,FIN,1/24/2020,0,,,
Finland,FIN,1/25/2020,0,,,
Finland,FIN,1/26/2020,0,,,
Finland,FIN,1/27/2020,0,,,
Finland,FIN,1/28/2020,0,,,
Finland,FIN,1/29/2020,1,,,
Finland,FIN,1/30/2020,1,1,1,
Finland,FIN,1/31/2020,1,1,1,
Finland,FIN,2/1/2020,1,1,1,
Finland,FIN,2/2/2020,1,1,1,
Finland,FIN,2/3/2020,1,1,1,
Finland,FIN,2/4/2020,1,1,1,
Finland,FIN,2/5/2020,1,1,1,
Finland,FIN,2/6/2020,1,1,1,
Finland,FIN,2/7/2020,1,1,1,
Finland,FIN,2/8/2020,1,1,1,
Finland,FIN,2/9/2020,1,1,1,
Finland,FIN,2/10/2020,1,1,1,
Finland,FIN,2/11/2020,1,1,1,
Finland,FIN,2/12/2020,1,1,1,
Finland,FIN,2/13/2020,1,1,1,
Finland,FIN,2/14/2020,1,1,1,
Finland,FIN,2/15/2020,1,1,1,
Finland,FIN,2/16/2020,1,1,1,
Finland,FIN,2/17/2020,1,1,1,
Finland,FIN,2/18/2020,1,1,1,
Finland,FIN,2/19/2020,1,1,1,
Finland,FIN,2/20/2020,1,1,1,
Finland,FIN,2/21/2020,1,1,1,
Finland,FIN,2/22/2020,1,1,1,
Finland,FIN,2/23/2020,1,1,1,
Finland,FIN,2/24/2020,1,1,1,
Finland,FIN,2/25/2020,1,1,1,
Finland,FIN,2/26/2020,2,1,1,
Finland,FIN,2/27/2020,2,2,2,
Finland,FIN,2/28/2020,2,2,2,
Finland,FIN,2/29/2020,3,2,3,
Finland,FIN,3/1/2020,6,2,3,
Finland,FIN,3/2/2020,6,6,6,
Finland,FIN,3/3/2020,6,7,,
Finland,FIN,3/4/2020,6,7,7,
Finland,FIN,3/5/2020,12,7,,
Finland,FIN,3/6/2020,15,12,12,
Finland,FIN,3/7/2020,15,19,19,
Finland,FIN,3/8/2020,23,19,,
Finland,FIN,3/9/2020,30,30,30,
Finland,FIN,3/10/2020,40,40,40,
Finland,FIN,3/11/2020,59,40,,
Finland,FIN,3/12/2020,59,40,59,
Finland,FIN,3/13/2020,155,109,155,
Finland,FIN,3/14/2020,225,109,183,
Finland,FIN,3/15/2020,244,210,210,
Finland,FIN,3/16/2020,277,267,267,
Finland,FIN,3/17/2020,321,272,272,
France,FRA,1/22/2020,0,,,
France,FRA,1/23/2020,0,,,
France,FRA,1/24/2020,2,,,
France,FRA,1/25/2020,3,3,3,
France,FRA,1/26/2020,3,3,3,
France,FRA,1/27/2020,3,3,3,
France,FRA,1/28/2020,4,3,3,
France,FRA,1/29/2020,5,4,4,
France,FRA,1/30/2020,5,5,5,
France,FRA,1/31/2020,5,6,6,
France,FRA,2/1/2020,6,6,6,
France,FRA,2/2/2020,6,6,6,
France,FRA,2/3/2020,6,6,6,
France,FRA,2/4/2020,6,6,6,
France,FRA,2/5/2020,6,6,6,
France,FRA,2/6/2020,6,6,6,
France,FRA,2/7/2020,6,6,6,
France,FRA,2/8/2020,11,6,11,
France,FRA,2/9/2020,11,11,11,
France,FRA,2/10/2020,11,11,11,
France,FRA,2/11/2020,11,11,11,
France,FRA,2/12/2020,11,11,11,
France,FRA,2/13/2020,11,11,11,
France,FRA,2/14/2020,11,11,11,
France,FRA,2/15/2020,12,11,11,
France,FRA,2/16/2020,12,12,11,
France,FRA,2/17/2020,12,12,12,
France,FRA,2/18/2020,12,12,12,
France,FRA,2/19/2020,12,12,12,
France,FRA,2/20/2020,12,12,12,
France,FRA,2/21/2020,12,12,12,
France,FRA,2/22/2020,12,12,12,
France,FRA,2/23/2020,12,12,12,
France,FRA,2/24/2020,12,12,12,
France,FRA,2/25/2020,14,12,12,
France,FRA,2/26/2020,18,12,14,
France,FRA,2/27/2020,38,18,17,
France,FRA,2/28/2020,57,38,38,
France,FRA,2/29/2020,100,57,57,
France,FRA,3/1/2020,130,100,100,
France,FRA,3/2/2020,191,100,130,
France,FRA,3/3/2020,204,191,178,
France,FRA,3/4/2020,285,212,212,
France,FRA,3/5/2020,377,282,285,
France,FRA,3/6/2020,653,420,423,
France,FRA,3/7/2020,949,613,613,
France,FRA,3/8/2020,1126,706,716,
France,FRA,3/9/2020,1209,1116,1126,
France,FRA,3/10/2020,1784,1402,1412,
France,FRA,3/11/2020,2281,1774,1784,
France,FRA,3/12/2020,2281,2269,2281,
France,FRA,3/13/2020,3661,2860,2876,
France,FRA,3/14/2020,4469,3640,3661,
France,FRA,3/15/2020,4499,4469,4499,
France,FRA,3/16/2020,6633,5380,5423,
France,FRA,3/17/2020,7652,6573,6633,
French Guiana,GUF,1/22/2020,0,,,
French Guiana,GUF,1/23/2020,0,,,
French Guiana,GUF,1/24/2020,0,,,
French Guiana,GUF,1/25/2020,0,,,
French Guiana,GUF,1/26/2020,0,,,
French Guiana,GUF,1/27/2020,0,,,
French Guiana,GUF,1/28/2020,0,,,
French Guiana,GUF,1/29/2020,0,,,
French Guiana,GUF,1/30/2020,0,,,
French Guiana,GUF,1/31/2020,0,,,
French Guiana,GUF,2/1/2020,0,,,
French Guiana,GUF,2/2/2020,0,,,
French Guiana,GUF,2/3/2020,0,,,
French Guiana,GUF,2/4/2020,0,,,
French Guiana,GUF,2/5/2020,0,,,
French Guiana,GUF,2/6/2020,0,,,
French Guiana,GUF,2/7/2020,0,,,
French Guiana,GUF,2/8/2020,0,,,
French Guiana,GUF,2/9/2020,0,,,
French Guiana,GUF,2/10/2020,0,,,
French Guiana,GUF,2/11/2020,0,,,
French Guiana,GUF,2/12/2020,0,,,
French Guiana,GUF,2/13/2020,0,,,
French Guiana,GUF,2/14/2020,0,,,
French Guiana,GUF,2/15/2020,0,,,
French Guiana,GUF,2/16/2020,0,,,
French Guiana,GUF,2/17/2020,0,,,
French Guiana,GUF,2/18/2020,0,,,
French Guiana,GUF,2/19/2020,0,,,
French Guiana,GUF,2/20/2020,0,,,
French Guiana,GUF,2/21/2020,0,,,
French Guiana,GUF,2/22/2020,0,,,
French Guiana,GUF,2/23/2020,0,,,
French Guiana,GUF,2/24/2020,0,,,
French Guiana,GUF,2/25/2020,0,,,
French Guiana,GUF,2/26/2020,0,,,
French Guiana,GUF,2/27/2020,0,,,
French Guiana,GUF,2/28/2020,0,,,
French Guiana,GUF,2/29/2020,0,,,
French Guiana,GUF,3/1/2020,0,,,
French Guiana,GUF,3/2/2020,0,,,
French Guiana,GUF,3/3/2020,0,,,
French Guiana,GUF,3/4/2020,0,,,
French Guiana,GUF,3/5/2020,0,,,
French Guiana,GUF,3/6/2020,0,,,
French Guiana,GUF,3/7/2020,5,,,
French Guiana,GUF,3/8/2020,5,5,,
French Guiana,GUF,3/9/2020,5,5,,
French Guiana,GUF,3/10/2020,5,5,,
French Guiana,GUF,3/11/2020,5,5,,
French Guiana,GUF,3/12/2020,5,5,,
French Guiana,GUF,3/13/2020,5,6,,
French Guiana,GUF,3/14/2020,5,6,,
French Guiana,GUF,3/15/2020,7,7,,
French Guiana,GUF,3/16/2020,11,7,,
French Guiana,GUF,3/17/2020,11,7,,
French Polynesia,PYF,1/22/2020,0,,,
French Polynesia,PYF,1/23/2020,0,,,
French Polynesia,PYF,1/24/2020,0,,,
French Polynesia,PYF,1/25/2020,0,,,
French Polynesia,PYF,1/26/2020,0,,,
French Polynesia,PYF,1/27/2020,0,,,
French Polynesia,PYF,1/28/2020,0,,,
French Polynesia,PYF,1/29/2020,0,,,
French Polynesia,PYF,1/30/2020,0,,,
French Polynesia,PYF,1/31/2020,0,,,
French Polynesia,PYF,2/1/2020,0,,,
French Polynesia,PYF,2/2/2020,0,,,
French Polynesia,PYF,2/3/2020,0,,,
French Polynesia,PYF,2/4/2020,0,,,
French Polynesia,PYF,2/5/2020,0,,,
French Polynesia,PYF,2/6/2020,0,,,
French Polynesia,PYF,2/7/2020,0,,,
French Polynesia,PYF,2/8/2020,0,,,
French Polynesia,PYF,2/9/2020,0,,,
French Polynesia,PYF,2/10/2020,0,,,
French Polynesia,PYF,2/11/2020,0,,,
French Polynesia,PYF,2/12/2020,0,,,
French Polynesia,PYF,2/13/2020,0,,,
French Polynesia,PYF,2/14/2020,0,,,
French Polynesia,PYF,2/15/2020,0,,,
French Polynesia,PYF,2/16/2020,0,,,
French Polynesia,PYF,2/17/2020,0,,,
French Polynesia,PYF,2/18/2020,0,,,
French Polynesia,PYF,2/19/2020,0,,,
French Polynesia,PYF,2/20/2020,0,,,
French Polynesia,PYF,2/21/2020,0,,,
French Polynesia,PYF,2/22/2020,0,,,
French Polynesia,PYF,2/23/2020,0,,,
French Polynesia,PYF,2/24/2020,0,,,
French Polynesia,PYF,2/25/2020,0,,,
French Polynesia,PYF,2/26/2020,0,,,
French Polynesia,PYF,2/27/2020,0,,,
French Polynesia,PYF,2/28/2020,0,,,
French Polynesia,PYF,2/29/2020,0,,,
French Polynesia,PYF,3/1/2020,0,,,
French Polynesia,PYF,3/2/2020,0,,,
French Polynesia,PYF,3/3/2020,0,,,
French Polynesia,PYF,3/4/2020,0,,,
French Polynesia,PYF,3/5/2020,0,,,
French Polynesia,PYF,3/6/2020,0,,,
French Polynesia,PYF,3/7/2020,0,,,
French Polynesia,PYF,3/8/2020,0,,,
French Polynesia,PYF,3/9/2020,0,,,
French Polynesia,PYF,3/10/2020,0,,,
French Polynesia,PYF,3/11/2020,0,,,
French Polynesia,PYF,3/12/2020,0,1,,
French Polynesia,PYF,3/13/2020,3,1,,
French Polynesia,PYF,3/14/2020,3,1,,
French Polynesia,PYF,3/15/2020,3,3,,
French Polynesia,PYF,3/16/2020,3,3,,
French Polynesia,PYF,3/17/2020,3,3,,
Gabon,GAB,1/22/2020,0,,,
Gabon,GAB,1/23/2020,0,,,
Gabon,GAB,1/24/2020,0,,,
Gabon,GAB,1/25/2020,0,,,
Gabon,GAB,1/26/2020,0,,,
Gabon,GAB,1/27/2020,0,,,
Gabon,GAB,1/28/2020,0,,,
Gabon,GAB,1/29/2020,0,,,
Gabon,GAB,1/30/2020,0,,,
Gabon,GAB,1/31/2020,0,,,
Gabon,GAB,2/1/2020,0,,,
Gabon,GAB,2/2/2020,0,,,
Gabon,GAB,2/3/2020,0,,,
Gabon,GAB,2/4/2020,0,,,
Gabon,GAB,2/5/2020,0,,,
Gabon,GAB,2/6/2020,0,,,
Gabon,GAB,2/7/2020,0,,,
Gabon,GAB,2/8/2020,0,,,
Gabon,GAB,2/9/2020,0,,,
Gabon,GAB,2/10/2020,0,,,
Gabon,GAB,2/11/2020,0,,,
Gabon,GAB,2/12/2020,0,,,
Gabon,GAB,2/13/2020,0,,,
Gabon,GAB,2/14/2020,0,,,
Gabon,GAB,2/15/2020,0,,,
Gabon,GAB,2/16/2020,0,,,
Gabon,GAB,2/17/2020,0,,,
Gabon,GAB,2/18/2020,0,,,
Gabon,GAB,2/19/2020,0,,,
Gabon,GAB,2/20/2020,0,,,
Gabon,GAB,2/21/2020,0,,,
Gabon,GAB,2/22/2020,0,,,
Gabon,GAB,2/23/2020,0,,,
Gabon,GAB,2/24/2020,0,,,
Gabon,GAB,2/25/2020,0,,,
Gabon,GAB,2/26/2020,0,,,
Gabon,GAB,2/27/2020,0,,,
Gabon,GAB,2/28/2020,0,,,
Gabon,GAB,2/29/2020,0,,,
Gabon,GAB,3/1/2020,0,,,
Gabon,GAB,3/2/2020,0,,,
Gabon,GAB,3/3/2020,0,,,
Gabon,GAB,3/4/2020,0,,,
Gabon,GAB,3/5/2020,0,,,
Gabon,GAB,3/6/2020,0,,,
Gabon,GAB,3/7/2020,0,,,
Gabon,GAB,3/8/2020,0,,,
Gabon,GAB,3/9/2020,0,,,
Gabon,GAB,3/10/2020,0,,,
Gabon,GAB,3/11/2020,0,,,
Gabon,GAB,3/12/2020,0,,,
Gabon,GAB,3/13/2020,0,,1,
Gabon,GAB,3/14/2020,1,1,,
Gabon,GAB,3/15/2020,1,1,1,
Gabon,GAB,3/16/2020,1,1,1,
Gabon,GAB,3/17/2020,1,1,1,
Gambia,GMB,1/22/2020,0,,,
Gambia,GMB,1/23/2020,0,,,
Gambia,GMB,1/24/2020,0,,,
Gambia,GMB,1/25/2020,0,,,
Gambia,GMB,1/26/2020,0,,,
Gambia,GMB,1/27/2020,0,,,
Gambia,GMB,1/28/2020,0,,,
Gambia,GMB,1/29/2020,0,,,
Gambia,GMB,1/30/2020,0,,,
Gambia,GMB,1/31/2020,0,,,
Gambia,GMB,2/1/2020,0,,,
Gambia,GMB,2/2/2020,0,,,
Gambia,GMB,2/3/2020,0,,,
Gambia,GMB,2/4/2020,0,,,
Gambia,GMB,2/5/2020,0,,,
Gambia,GMB,2/6/2020,0,,,
Gambia,GMB,2/7/2020,0,,,
Gambia,GMB,2/8/2020,0,,,
Gambia,GMB,2/9/2020,0,,,
Gambia,GMB,2/10/2020,0,,,
Gambia,GMB,2/11/2020,0,,,
Gambia,GMB,2/12/2020,0,,,
Gambia,GMB,2/13/2020,0,,,
Gambia,GMB,2/14/2020,0,,,
Gambia,GMB,2/15/2020,0,,,
Gambia,GMB,2/16/2020,0,,,
Gambia,GMB,2/17/2020,0,,,
Gambia,GMB,2/18/2020,0,,,
Gambia,GMB,2/19/2020,0,,,
Gambia,GMB,2/20/2020,0,,,
Gambia,GMB,2/21/2020,0,,,
Gambia,GMB,2/22/2020,0,,,
Gambia,GMB,2/23/2020,0,,,
Gambia,GMB,2/24/2020,0,,,
Gambia,GMB,2/25/2020,0,,,
Gambia,GMB,2/26/2020,0,,,
Gambia,GMB,2/27/2020,0,,,
Gambia,GMB,2/28/2020,0,,,
Gambia,GMB,2/29/2020,0,,,
Gambia,GMB,3/1/2020,0,,,
Gambia,GMB,3/2/2020,0,,,
Gambia,GMB,3/3/2020,0,,,
Gambia,GMB,3/4/2020,0,,,
Gambia,GMB,3/5/2020,0,,,
Gambia,GMB,3/6/2020,0,,,
Gambia,GMB,3/7/2020,0,,,
Gambia,GMB,3/8/2020,0,,,
Gambia,GMB,3/9/2020,0,,,
Gambia,GMB,3/10/2020,0,,,
Gambia,GMB,3/11/2020,0,,,
Gambia,GMB,3/12/2020,0,,,
Gambia,GMB,3/13/2020,0,,,
Gambia,GMB,3/14/2020,0,,,
Gambia,GMB,3/15/2020,0,,,
Gambia,GMB,3/16/2020,0,,,
Gambia,GMB,3/17/2020,1,,,
Georgia,GEO,1/22/2020,0,,,
Georgia,GEO,1/23/2020,0,,,
Georgia,GEO,1/24/2020,0,,,
Georgia,GEO,1/25/2020,0,,,
Georgia,GEO,1/26/2020,0,,,
Georgia,GEO,1/27/2020,0,,,
Georgia,GEO,1/28/2020,0,,,
Georgia,GEO,1/29/2020,0,,,
Georgia,GEO,1/30/2020,0,,,
Georgia,GEO,1/31/2020,0,,,
Georgia,GEO,2/1/2020,0,,,
Georgia,GEO,2/2/2020,0,,,
Georgia,GEO,2/3/2020,0,,,
Georgia,GEO,2/4/2020,0,,,
Georgia,GEO,2/5/2020,0,,,
Georgia,GEO,2/6/2020,0,,,
Georgia,GEO,2/7/2020,0,,,
Georgia,GEO,2/8/2020,0,,,
Georgia,GEO,2/9/2020,0,,,
Georgia,GEO,2/10/2020,0,,,
Georgia,GEO,2/11/2020,0,,,
Georgia,GEO,2/12/2020,0,,,
Georgia,GEO,2/13/2020,0,,,
Georgia,GEO,2/14/2020,0,,,
Georgia,GEO,2/15/2020,0,,,
Georgia,GEO,2/16/2020,0,,,
Georgia,GEO,2/17/2020,0,,,
Georgia,GEO,2/18/2020,0,,,
Georgia,GEO,2/19/2020,0,,,
Georgia,GEO,2/20/2020,0,,,
Georgia,GEO,2/21/2020,0,,,
Georgia,GEO,2/22/2020,0,,,
Georgia,GEO,2/23/2020,0,,,
Georgia,GEO,2/24/2020,0,,,
Georgia,GEO,2/25/2020,0,,,
Georgia,GEO,2/26/2020,1,,,
Georgia,GEO,2/27/2020,1,1,1,
Georgia,GEO,2/28/2020,1,1,1,
Georgia,GEO,2/29/2020,1,2,2,
Georgia,GEO,3/1/2020,3,3,3,
Georgia,GEO,3/2/2020,3,3,3,
Georgia,GEO,3/3/2020,3,3,,
Georgia,GEO,3/4/2020,3,3,,
Georgia,GEO,3/5/2020,4,3,3,
Georgia,GEO,3/6/2020,4,9,9,
Georgia,GEO,3/7/2020,4,9,,
Georgia,GEO,3/8/2020,13,12,12,
Georgia,GEO,3/9/2020,15,13,13,
Georgia,GEO,3/10/2020,15,15,15,
Georgia,GEO,3/11/2020,24,23,23,
Georgia,GEO,3/12/2020,24,23,24,
Georgia,GEO,3/13/2020,25,25,25,
Georgia,GEO,3/14/2020,30,25,30,
Georgia,GEO,3/15/2020,33,30,30,
Georgia,GEO,3/16/2020,33,33,30,
Georgia,GEO,3/17/2020,34,33,33,
